url,programme_outline
https://fafb.tarc.edu.my/programmes/bachelors-degree/business-analytics,Business Research
https://fafb.tarc.edu.my/programmes/bachelors-degree/business-analytics,Industrial Training
https://fafb.tarc.edu.my/programmes/bachelors-degree/business-analytics,AI and Digital Marketing
https://fafb.tarc.edu.my/programmes/bachelors-degree/business-analytics,Entrepreneurship
https://fafb.tarc.edu.my/programmes/bachelors-degree/business-analytics,Business Metrics & Analytics
https://fafb.tarc.edu.my/programmes/bachelors-degree/business-analytics,Business Analytics Project Paper
https://fafb.tarc.edu.my/programmes/bachelors-degree/business-analytics,Strategic Planning and Management
https://fafb.tarc.edu.my/programmes/bachelors-degree/business-analytics,Electives
https://fafb.tarc.edu.my/programmes/bachelors-degree/business-analytics,Compulsory Courses:
https://fafb.tarc.edu.my/programmes/bachelors-degree/business-analytics,"English for Tertiary Studies, Academic English,  English for Career Preparation, Falsafah dan Isu Semasa, Penghayatan Etika dan Peradaban, Integrity & Anti-Corruption, Service Learning/Bahasa Kebangsaan A and Co-curricular."
https://fcci.tarc.edu.my/programmes/diploma/diploma-in-journalism,Introduction to Information Technology
https://fcci.tarc.edu.my/programmes/diploma/diploma-in-journalism,Introduction to Mass Communication
https://fcci.tarc.edu.my/programmes/diploma/diploma-in-journalism,Introduction to Human Communication
https://fcci.tarc.edu.my/programmes/diploma/diploma-in-journalism,Chinese Writing for the Mass Media OR Introduction to Drama
https://fcci.tarc.edu.my/programmes/diploma/diploma-in-journalism,Introduction to Journalism
https://fcci.tarc.edu.my/programmes/diploma/diploma-in-journalism,Mass Media and Society
https://fcci.tarc.edu.my/programmes/diploma/diploma-in-journalism,Writing for the Electronic Media
https://fcci.tarc.edu.my/programmes/diploma/diploma-in-journalism,Fundamentals of Web Design
https://fcci.tarc.edu.my/programmes/diploma/diploma-in-journalism,Translation for Media
https://fcci.tarc.edu.my/programmes/diploma/diploma-in-journalism,Malaysia: Cultural & Religious Practices
https://fcci.tarc.edu.my/programmes/diploma/diploma-in-journalism,Basic Audio and Video Production
https://fcci.tarc.edu.my/programmes/diploma/diploma-in-journalism,Digital Storytelling
https://fcci.tarc.edu.my/programmes/diploma/diploma-in-journalism,Media Ethics
https://fcci.tarc.edu.my/programmes/diploma/diploma-in-journalism,Photojournalism
https://fcci.tarc.edu.my/programmes/diploma/diploma-in-journalism,Chinese Creative Writing OR Creative Writing
https://fcci.tarc.edu.my/programmes/diploma/diploma-in-journalism,Malaysian Constitutional Framework and Policies
https://fcci.tarc.edu.my/programmes/diploma/diploma-in-journalism,Communication Law
https://fcci.tarc.edu.my/programmes/diploma/diploma-in-journalism,Copy Editing
https://fcci.tarc.edu.my/programmes/diploma/diploma-in-journalism,Production & Publication
https://fcci.tarc.edu.my/programmes/diploma/diploma-in-journalism,Media in Malaysia
https://fcci.tarc.edu.my/programmes/diploma/diploma-in-journalism,Industrial Attachment
https://fcci.tarc.edu.my/programmes/diploma/diploma-in-journalism,Podcasting
https://fcci.tarc.edu.my/programmes/diploma/diploma-in-journalism,"Language, Mata Pelajaran Pengajian Umum (MPU) and Co-curricular Courses:"
https://fcci.tarc.edu.my/programmes/diploma/diploma-in-journalism,"Integrative English,"
https://fcci.tarc.edu.my/programmes/diploma/diploma-in-journalism,"Penghayatan Etika dan Peradaban, Progressive English, Integrity and Anti Corruption, Civic Consciousness and Volunteerism OR Bahasa Kebangsaan A"
https://fcci.tarc.edu.my/programmes/diploma/diploma-in-journalism,is compulsory for students without Credit in Bahasa Malaysia at SPM level
https://fcci.tarc.edu.my/programmes/diploma/diploma-in-journalism,Co-curricular
https://fssh.tarc.edu.my/programmes/diploma/diploma-in-counselling,Introduction to Information Technology
https://fssh.tarc.edu.my/programmes/diploma/diploma-in-counselling,Introduction to Psychology
https://fssh.tarc.edu.my/programmes/diploma/diploma-in-counselling,Introduction to Social Psychology
https://fssh.tarc.edu.my/programmes/diploma/diploma-in-counselling,Theories of Counselling & Psychotherapy
https://fssh.tarc.edu.my/programmes/diploma/diploma-in-counselling,Introduction to Guidance and Counselling
https://fssh.tarc.edu.my/programmes/diploma/diploma-in-counselling,Developmental Psychology
https://fssh.tarc.edu.my/programmes/diploma/diploma-in-counselling,Malaysia: Cultural and Religious Practices
https://fssh.tarc.edu.my/programmes/diploma/diploma-in-counselling,Interpersonal Communication Skills
https://fssh.tarc.edu.my/programmes/diploma/diploma-in-counselling,Leadership Skills
https://fssh.tarc.edu.my/programmes/diploma/diploma-in-counselling,Introduction to Career Guidance
https://fssh.tarc.edu.my/programmes/diploma/diploma-in-counselling,Motivation in Counselling
https://fssh.tarc.edu.my/programmes/diploma/diploma-in-counselling,Basic Assessment in Counselling
https://fssh.tarc.edu.my/programmes/diploma/diploma-in-counselling,Basic Counselling Skills and Techniques
https://fssh.tarc.edu.my/programmes/diploma/diploma-in-counselling,Industrial and Organisational Psychology
https://fssh.tarc.edu.my/programmes/diploma/diploma-in-counselling,Introduction to Family Systems Theory
https://fssh.tarc.edu.my/programmes/diploma/diploma-in-counselling,Organisation of Guidance and Counselling Programme
https://fssh.tarc.edu.my/programmes/diploma/diploma-in-counselling,Group Guidance and Counselling
https://fssh.tarc.edu.my/programmes/diploma/diploma-in-counselling,Issues and Ethics in the Helping Profession
https://fssh.tarc.edu.my/programmes/diploma/diploma-in-counselling,"Deviant, Delinquent and Discipline"
https://fssh.tarc.edu.my/programmes/diploma/diploma-in-counselling,"Language, Mata Pelajaran Pengajian Umum (MPU) and Co-curricular Courses:"
https://fssh.tarc.edu.my/programmes/diploma/diploma-in-counselling,"English for Tertiary Studies, Academic English, Professional English, Penghayatan Etika dan Peradaban,"
https://fssh.tarc.edu.my/programmes/diploma/diploma-in-counselling,Integrity and Anti-Corruption
https://fssh.tarc.edu.my/programmes/diploma/diploma-in-counselling,", Civic Consciousness and Volunteerism, Bahasa Kebangsaan A, Co-curricular Course"
https://fafb.tarc.edu.my/programmes/bachelors-degree/business-administration,IT Fundamentals and Applications
https://fafb.tarc.edu.my/programmes/bachelors-degree/business-administration,Business Communication
https://fafb.tarc.edu.my/programmes/bachelors-degree/business-administration,Quantitative Methods
https://fafb.tarc.edu.my/programmes/bachelors-degree/business-administration,Economics
https://fafb.tarc.edu.my/programmes/bachelors-degree/business-administration,Principles of Accounting
https://fafb.tarc.edu.my/programmes/bachelors-degree/business-administration,Principles of Finance
https://fafb.tarc.edu.my/programmes/bachelors-degree/business-administration,Principles of Management
https://fafb.tarc.edu.my/programmes/bachelors-degree/business-administration,Organisational Behaviour
https://fafb.tarc.edu.my/programmes/bachelors-degree/business-administration,Cost and Management Accounting
https://fafb.tarc.edu.my/programmes/bachelors-degree/business-administration,Commercial Law
https://fafb.tarc.edu.my/programmes/bachelors-degree/business-administration,Knowledge and Innovation Management
https://fafb.tarc.edu.my/programmes/bachelors-degree/business-administration,Operation Management
https://fafb.tarc.edu.my/programmes/bachelors-degree/business-administration,Principles of Marketing
https://fafb.tarc.edu.my/programmes/bachelors-degree/business-administration,Corporate Law
https://fafb.tarc.edu.my/programmes/bachelors-degree/business-administration,Human Resource Management
https://fafb.tarc.edu.my/programmes/bachelors-degree/business-administration,Industrial Training
https://fafb.tarc.edu.my/programmes/bachelors-degree/business-administration,Corporate Finance
https://fafb.tarc.edu.my/programmes/bachelors-degree/business-administration,Strategic Planning and Management
https://fafb.tarc.edu.my/programmes/bachelors-degree/business-administration,Business Research
https://fafb.tarc.edu.my/programmes/bachelors-degree/business-administration,Management Information Systems
https://fafb.tarc.edu.my/programmes/bachelors-degree/business-administration,Case Study
https://fafb.tarc.edu.my/programmes/bachelors-degree/business-administration,International Business Management
https://fafb.tarc.edu.my/programmes/bachelors-degree/business-administration,Organisational Development & Change
https://fafb.tarc.edu.my/programmes/bachelors-degree/business-administration,Risk Management
https://fafb.tarc.edu.my/programmes/bachelors-degree/business-administration,Entrepreneurship
https://fafb.tarc.edu.my/programmes/bachelors-degree/business-administration,Business Intelligence
https://fafb.tarc.edu.my/programmes/bachelors-degree/business-administration,Ethical Practice and Governance
https://fafb.tarc.edu.my/programmes/bachelors-degree/business-administration,Enterprise Resource Planning
https://fafb.tarc.edu.my/programmes/bachelors-degree/business-administration,Sustainable Development and ESG Reporting
https://fafb.tarc.edu.my/programmes/bachelors-degree/business-administration,Electives
https://fafb.tarc.edu.my/programmes/bachelors-degree/business-administration,Compulsory Courses:
https://fafb.tarc.edu.my/programmes/bachelors-degree/business-administration,"English for Tertiary Studies, Academic English,  English for Career Preparation, Falsafah dan Isu Semasa, Penghayatan Etika dan Peradaban, Integrity & Anti-Corruption, Service Learning/Bahasa Kebangsaan A and Co-curricular."
https://fcci.tarc.edu.my/programmes/diploma/diploma-in-broadcast-communication,Introduction to Information Technology
https://fcci.tarc.edu.my/programmes/diploma/diploma-in-broadcast-communication,Introduction to Mass Communication
https://fcci.tarc.edu.my/programmes/diploma/diploma-in-broadcast-communication,Broadcast Writing (Radio)
https://fcci.tarc.edu.my/programmes/diploma/diploma-in-broadcast-communication,Mass Media and Society
https://fcci.tarc.edu.my/programmes/diploma/diploma-in-broadcast-communication,Malaysia: Cultural & Religious Practices
https://fcci.tarc.edu.my/programmes/diploma/diploma-in-broadcast-communication,Chinese Modern Writing
https://fcci.tarc.edu.my/programmes/diploma/diploma-in-broadcast-communication,is only for students who have a minimum SPM pass in the Chinese Language (Bahasa Cina)
https://fcci.tarc.edu.my/programmes/diploma/diploma-in-broadcast-communication,OR Music Appreciation
https://fcci.tarc.edu.my/programmes/diploma/diploma-in-broadcast-communication,Basic Digital Photography
https://fcci.tarc.edu.my/programmes/diploma/diploma-in-broadcast-communication,Film and Society
https://fcci.tarc.edu.my/programmes/diploma/diploma-in-broadcast-communication,The Modern Electronic Media
https://fcci.tarc.edu.my/programmes/diploma/diploma-in-broadcast-communication,Chinese Writing for the Mass Media
https://fcci.tarc.edu.my/programmes/diploma/diploma-in-broadcast-communication,is only for students who have a minimum SPM pass in the Chinese Language (Bahasa Cina)
https://fcci.tarc.edu.my/programmes/diploma/diploma-in-broadcast-communication,OR Introduction to Drama
https://fcci.tarc.edu.my/programmes/diploma/diploma-in-broadcast-communication,Radio and DJ
https://fcci.tarc.edu.my/programmes/diploma/diploma-in-broadcast-communication,Applied Photography
https://fcci.tarc.edu.my/programmes/diploma/diploma-in-broadcast-communication,Broadcast Writing (Television)
https://fcci.tarc.edu.my/programmes/diploma/diploma-in-broadcast-communication,Globalisation & Communication
https://fcci.tarc.edu.my/programmes/diploma/diploma-in-broadcast-communication,"Translation : BM, English & Chinese"
https://fcci.tarc.edu.my/programmes/diploma/diploma-in-broadcast-communication,is only for students who have a minimum SPM pass in the Chinese Language (Bahasa Cina)
https://fcci.tarc.edu.my/programmes/diploma/diploma-in-broadcast-communication,OR Translation : BM & English
https://fcci.tarc.edu.my/programmes/diploma/diploma-in-broadcast-communication,Industrial Attachment
https://fcci.tarc.edu.my/programmes/diploma/diploma-in-broadcast-communication,Communication Law
https://fcci.tarc.edu.my/programmes/diploma/diploma-in-broadcast-communication,Malaysia & International Relation
https://fcci.tarc.edu.my/programmes/diploma/diploma-in-broadcast-communication,Media Ethics
https://fcci.tarc.edu.my/programmes/diploma/diploma-in-broadcast-communication,Advertising for the Electronic Media
https://fcci.tarc.edu.my/programmes/diploma/diploma-in-broadcast-communication,Videography
https://fcci.tarc.edu.my/programmes/diploma/diploma-in-broadcast-communication,"Language, Mata Pelajaran Pengajian Umum (MPU) and Co-curricular Courses:"
https://fcci.tarc.edu.my/programmes/diploma/diploma-in-broadcast-communication,"English for Tertiary Studies, Penghayatan Etika dan Peradaban, Integrity and Anti Corruption, Academic English, Civic Consciousness and Volunteerism"
https://fcci.tarc.edu.my/programmes/diploma/diploma-in-broadcast-communication,OR
https://fcci.tarc.edu.my/programmes/diploma/diploma-in-broadcast-communication,Bahasa Kebangsaan A
https://fcci.tarc.edu.my/programmes/diploma/diploma-in-broadcast-communication,is compulsory for students without Credit in Bahasa Malaysia at SPM level.
https://fcci.tarc.edu.my/programmes/diploma/diploma-in-broadcast-communication,", Professional English,"
https://fcci.tarc.edu.my/programmes/diploma/diploma-in-broadcast-communication,Co-curricular
https://fssh.tarc.edu.my/programmes/diploma/diploma-in-culinary-arts,Introduction to Hospitality Industry
https://fssh.tarc.edu.my/programmes/diploma/diploma-in-culinary-arts,Marketing for Hospitality Management
https://fssh.tarc.edu.my/programmes/diploma/diploma-in-culinary-arts,Introduction to Information Technology
https://fssh.tarc.edu.my/programmes/diploma/diploma-in-culinary-arts,Food Commodities
https://fssh.tarc.edu.my/programmes/diploma/diploma-in-culinary-arts,Fundamental Cooking and Larder
https://fssh.tarc.edu.my/programmes/diploma/diploma-in-culinary-arts,Food and Beverage Service
https://fssh.tarc.edu.my/programmes/diploma/diploma-in-culinary-arts,Food Management
https://fssh.tarc.edu.my/programmes/diploma/diploma-in-culinary-arts,Hospitality Accounting
https://fssh.tarc.edu.my/programmes/diploma/diploma-in-culinary-arts,Western Cuisine
https://fssh.tarc.edu.my/programmes/diploma/diploma-in-culinary-arts,Nutrition
https://fssh.tarc.edu.my/programmes/diploma/diploma-in-culinary-arts,Catering & Employment Law
https://fssh.tarc.edu.my/programmes/diploma/diploma-in-culinary-arts,Asian Cuisine
https://fssh.tarc.edu.my/programmes/diploma/diploma-in-culinary-arts,Butchery
https://fssh.tarc.edu.my/programmes/diploma/diploma-in-culinary-arts,Catering System and Operation
https://fssh.tarc.edu.my/programmes/diploma/diploma-in-culinary-arts,Garde Manger
https://fssh.tarc.edu.my/programmes/diploma/diploma-in-culinary-arts,Patisserie
https://fssh.tarc.edu.my/programmes/diploma/diploma-in-culinary-arts,Industrial Attachment
https://fssh.tarc.edu.my/programmes/diploma/diploma-in-culinary-arts,Food and Beverage Control
https://fssh.tarc.edu.my/programmes/diploma/diploma-in-culinary-arts,Food Artistry
https://fssh.tarc.edu.my/programmes/diploma/diploma-in-culinary-arts,Legal Aspect in Hospitality
https://fssh.tarc.edu.my/programmes/diploma/diploma-in-culinary-arts,Restaurant Business Operation
https://fssh.tarc.edu.my/programmes/diploma/diploma-in-culinary-arts,"Language, Mata Pelajaran Pengajian Umum (MPU) and Co-curricular Courses:"
https://fssh.tarc.edu.my/programmes/diploma/diploma-in-culinary-arts,"English for Tertiary Studies, Bahasa Kebangsaan A, Civic Consciousness and Volunteerism, Academic English, Penghayatan Etika dan Peradaban, Integrity and Anti-Corruption, Professional English, Japanese Language I Or French Language I, Japanese Language II Or French Language II, Co-curricular courses."
https://fafb.tarc.edu.my/programmes/bachelors-degree/banking-and-finance,IT Fundamentals and Applications
https://fafb.tarc.edu.my/programmes/bachelors-degree/banking-and-finance,Economics
https://fafb.tarc.edu.my/programmes/bachelors-degree/banking-and-finance,Principles of Accounting
https://fafb.tarc.edu.my/programmes/bachelors-degree/banking-and-finance,Principles of Marketing
https://fafb.tarc.edu.my/programmes/bachelors-degree/banking-and-finance,Financial Mathematics
https://fafb.tarc.edu.my/programmes/bachelors-degree/banking-and-finance,Business Organisation & Management
https://fafb.tarc.edu.my/programmes/bachelors-degree/banking-and-finance,Principles of Investment
https://fafb.tarc.edu.my/programmes/bachelors-degree/banking-and-finance,Financial Accounting
https://fafb.tarc.edu.my/programmes/bachelors-degree/banking-and-finance,Banking Operations
https://fafb.tarc.edu.my/programmes/bachelors-degree/banking-and-finance,International Trade Finance
https://fafb.tarc.edu.my/programmes/bachelors-degree/banking-and-finance,Law Relating to Financial Services
https://fafb.tarc.edu.my/programmes/bachelors-degree/banking-and-finance,Personal Financial Planning
https://fafb.tarc.edu.my/programmes/bachelors-degree/banking-and-finance,Principles of Finance
https://fafb.tarc.edu.my/programmes/bachelors-degree/banking-and-finance,Bank Credit Management
https://fafb.tarc.edu.my/programmes/bachelors-degree/banking-and-finance,Entrepreneurship
https://fafb.tarc.edu.my/programmes/bachelors-degree/banking-and-finance,Commercial Bank Management
https://fafb.tarc.edu.my/programmes/bachelors-degree/banking-and-finance,Corporate Banking-Practice & Law
https://fafb.tarc.edu.my/programmes/bachelors-degree/banking-and-finance,Banking Securities
https://fafb.tarc.edu.my/programmes/bachelors-degree/banking-and-finance,Bank Treasury Management
https://fafb.tarc.edu.my/programmes/bachelors-degree/banking-and-finance,Risk Management
https://fafb.tarc.edu.my/programmes/bachelors-degree/banking-and-finance,Strategic Issues in Finance and Financial Services
https://fafb.tarc.edu.my/programmes/bachelors-degree/banking-and-finance,International Banking
https://fafb.tarc.edu.my/programmes/bachelors-degree/banking-and-finance,Islamic Banking
https://fafb.tarc.edu.my/programmes/bachelors-degree/banking-and-finance,Portfolio Management
https://fafb.tarc.edu.my/programmes/bachelors-degree/banking-and-finance,Industrial Training
https://fafb.tarc.edu.my/programmes/bachelors-degree/banking-and-finance,Corporate Finance
https://fafb.tarc.edu.my/programmes/bachelors-degree/banking-and-finance,Marketing for Financial Services
https://fafb.tarc.edu.my/programmes/bachelors-degree/banking-and-finance,Artificial Intelligence and Fintech in Financial Services
https://fafb.tarc.edu.my/programmes/bachelors-degree/banking-and-finance,Electives
https://fafb.tarc.edu.my/programmes/bachelors-degree/banking-and-finance,Compulsory Courses:
https://fafb.tarc.edu.my/programmes/bachelors-degree/banking-and-finance,"English for Tertiary Studies, Academic English,  English for Career Preparation, Falsafah dan Isu Semasa, Penghayatan Etika dan Peradaban, Integrity & Anti-Corruption, Service Learning/Bahasa Kebangsaan A and Co-curricular."
https://fcci.tarc.edu.my/programmes/diploma/diploma-in-advertising,Introduction to Information Technology
https://fcci.tarc.edu.my/programmes/diploma/diploma-in-advertising,Introduction to Mass Communication
https://fcci.tarc.edu.my/programmes/diploma/diploma-in-advertising,Design Fundamentals
https://fcci.tarc.edu.my/programmes/diploma/diploma-in-advertising,Introduction to Advertising
https://fcci.tarc.edu.my/programmes/diploma/diploma-in-advertising,Integrity and Anti Corruption
https://fcci.tarc.edu.my/programmes/diploma/diploma-in-advertising,Design for Print
https://fcci.tarc.edu.my/programmes/diploma/diploma-in-advertising,Malaysia: Cultural & Religious Practices
https://fcci.tarc.edu.my/programmes/diploma/diploma-in-advertising,Introduction to Electronic Publishing
https://fcci.tarc.edu.my/programmes/diploma/diploma-in-advertising,Mass Media and Society
https://fcci.tarc.edu.my/programmes/diploma/diploma-in-advertising,Consumer Behaviour
https://fcci.tarc.edu.my/programmes/diploma/diploma-in-advertising,Basic Photography
https://fcci.tarc.edu.my/programmes/diploma/diploma-in-advertising,Chinese Writing for The Mass Media OR
https://fcci.tarc.edu.my/programmes/diploma/diploma-in-advertising,Music Appreciation
https://fcci.tarc.edu.my/programmes/diploma/diploma-in-advertising,Advertising Copywriting
https://fcci.tarc.edu.my/programmes/diploma/diploma-in-advertising,Multimedia for Advertising
https://fcci.tarc.edu.my/programmes/diploma/diploma-in-advertising,Effects of Advertising
https://fcci.tarc.edu.my/programmes/diploma/diploma-in-advertising,Media Planning
https://fcci.tarc.edu.my/programmes/diploma/diploma-in-advertising,Communication Law
https://fcci.tarc.edu.my/programmes/diploma/diploma-in-advertising,Industrial Attachment
https://fcci.tarc.edu.my/programmes/diploma/diploma-in-advertising,Advertising Creative Campaign
https://fcci.tarc.edu.my/programmes/diploma/diploma-in-advertising,Measurement of Advertising Effectiveness
https://fcci.tarc.edu.my/programmes/diploma/diploma-in-advertising,"Translation: BM,English & Chinese OR Translation: BM & English"
https://fcci.tarc.edu.my/programmes/diploma/diploma-in-advertising,Marketing
https://fcci.tarc.edu.my/programmes/diploma/diploma-in-advertising,"Language, Mata Pelajaran Pengajian Umum (MPU) and Co-curricular Courses:"
https://fcci.tarc.edu.my/programmes/diploma/diploma-in-advertising,"English for Tertiary Studies, Penghayatan Etika dan Peradaban, Integrity and Anti Corruption, Academic English, Civic Consciousness and Volunteerism"
https://fcci.tarc.edu.my/programmes/diploma/diploma-in-advertising,OR
https://fcci.tarc.edu.my/programmes/diploma/diploma-in-advertising,Bahasa Kebangsaan A
https://fcci.tarc.edu.my/programmes/diploma/diploma-in-advertising,is compulsory for students without Credit in Bahasa Malaysia at SPM level.
https://fcci.tarc.edu.my/programmes/diploma/diploma-in-advertising,", Professional English,"
https://fcci.tarc.edu.my/programmes/diploma/diploma-in-advertising,Co-curricular
https://fssh.tarc.edu.my/programmes/diploma/diploma-in-hotel-management,Economics for Hospitality Industry
https://fssh.tarc.edu.my/programmes/diploma/diploma-in-hotel-management,Introduction to Hospitality Industry
https://fssh.tarc.edu.my/programmes/diploma/diploma-in-hotel-management,Marketing for Hospitality Management
https://fssh.tarc.edu.my/programmes/diploma/diploma-in-hotel-management,Introduction to Information Technology
https://fssh.tarc.edu.my/programmes/diploma/diploma-in-hotel-management,Food and Beverage Management
https://fssh.tarc.edu.my/programmes/diploma/diploma-in-hotel-management,Food Preparation I (Practicum)
https://fssh.tarc.edu.my/programmes/diploma/diploma-in-hotel-management,Hospitality Accounting
https://fssh.tarc.edu.my/programmes/diploma/diploma-in-hotel-management,Food and Beverage Cost Control
https://fssh.tarc.edu.my/programmes/diploma/diploma-in-hotel-management,Food Preparation II (Practicum)
https://fssh.tarc.edu.my/programmes/diploma/diploma-in-hotel-management,Restaurant Management
https://fssh.tarc.edu.my/programmes/diploma/diploma-in-hotel-management,Housekeeping Management
https://fssh.tarc.edu.my/programmes/diploma/diploma-in-hotel-management,Front Office Management
https://fssh.tarc.edu.my/programmes/diploma/diploma-in-hotel-management,Principles of Management & Human Resource
https://fssh.tarc.edu.my/programmes/diploma/diploma-in-hotel-management,Hospitality Law
https://fssh.tarc.edu.my/programmes/diploma/diploma-in-hotel-management,Baking and Pastry
https://fssh.tarc.edu.my/programmes/diploma/diploma-in-hotel-management,Industrial Attachment
https://fssh.tarc.edu.my/programmes/diploma/diploma-in-hotel-management,Kitchen Management & Sanitation
https://fssh.tarc.edu.my/programmes/diploma/diploma-in-hotel-management,"Language, Mata Pelajaran Pengajian Umum (MPU) and Co-curricular Courses:"
https://fssh.tarc.edu.my/programmes/diploma/diploma-in-hotel-management,"English for Tertiary Studies, Bahasa Kebangsaan A, Civic Consciousness and Volunteerism, Academic English, Penghayatan Etika dan Peradaban, Integrity"
https://fssh.tarc.edu.my/programmes/diploma/diploma-in-hotel-management,and
https://fssh.tarc.edu.my/programmes/diploma/diploma-in-hotel-management,"Anti-Corruption, Professional English, Japanese Language I Or French Language I Or Korean Language I, Japanese Language II Or French Language II Or Korean Language II, Co-curricular courses."
https://fafb.tarc.edu.my/programmes/bachelors-degree/applied-business-analytics,IT Fundamentals and Applications
https://fafb.tarc.edu.my/programmes/bachelors-degree/applied-business-analytics,Quantitative Methods
https://fafb.tarc.edu.my/programmes/bachelors-degree/applied-business-analytics,Economics
https://fafb.tarc.edu.my/programmes/bachelors-degree/applied-business-analytics,Business Communication
https://fafb.tarc.edu.my/programmes/bachelors-degree/applied-business-analytics,Organisational Behaviour
https://fafb.tarc.edu.my/programmes/bachelors-degree/applied-business-analytics,Principles of Marketing
https://fafb.tarc.edu.my/programmes/bachelors-degree/applied-business-analytics,Principles of Accounting
https://fafb.tarc.edu.my/programmes/bachelors-degree/applied-business-analytics,Principles of Finance
https://fafb.tarc.edu.my/programmes/bachelors-degree/applied-business-analytics,Artificial Intelligence for Business
https://fafb.tarc.edu.my/programmes/bachelors-degree/applied-business-analytics,Advanced Spreadsheet
https://fafb.tarc.edu.my/programmes/bachelors-degree/applied-business-analytics,Business Ethics
https://fafb.tarc.edu.my/programmes/bachelors-degree/applied-business-analytics,Operations Management
https://fafb.tarc.edu.my/programmes/bachelors-degree/applied-business-analytics,Programming for Business Analytics
https://fafb.tarc.edu.my/programmes/bachelors-degree/applied-business-analytics,Global Business
https://fafb.tarc.edu.my/programmes/bachelors-degree/applied-business-analytics,Business Intelligence
https://fafb.tarc.edu.my/programmes/bachelors-degree/applied-business-analytics,Cross Cultural Management
https://fafb.tarc.edu.my/programmes/bachelors-degree/applied-business-analytics,Business Research
https://fafb.tarc.edu.my/programmes/bachelors-degree/applied-business-analytics,Data Insights and Visualisation
https://fafb.tarc.edu.my/programmes/bachelors-degree/applied-business-analytics,Human Resource Analytics
https://fafb.tarc.edu.my/programmes/bachelors-degree/applied-business-analytics,Marketing Analytics
https://fafb.tarc.edu.my/programmes/bachelors-degree/applied-business-analytics,Management Information Systems
https://fafb.tarc.edu.my/programmes/bachelors-degree/applied-business-analytics,Accounting Analytics for Decision Making
https://fafb.tarc.edu.my/programmes/bachelors-degree/applied-business-analytics,Data Science for Business Analytics
https://fafb.tarc.edu.my/programmes/bachelors-degree/applied-business-analytics,Industrial Training
https://fafb.tarc.edu.my/programmes/bachelors-degree/applied-business-analytics,Strategic Foresight
https://fafb.tarc.edu.my/programmes/bachelors-degree/applied-business-analytics,Web and Social Media Analytics
https://fafb.tarc.edu.my/programmes/bachelors-degree/applied-business-analytics,Applied Business Analytics Projects
https://fafb.tarc.edu.my/programmes/bachelors-degree/applied-business-analytics,Entrepreneurship
https://fafb.tarc.edu.my/programmes/bachelors-degree/applied-business-analytics,Compulsory Courses:
https://fafb.tarc.edu.my/programmes/bachelors-degree/applied-business-analytics,"English for Tertiary Studies, Academic English,  English for Career Preparation, Falsafah dan Isu Semasa, Penghayatan Etika dan Peradaban, Integrity & Anti-Corruption, Service Learning/Bahasa Kebangsaan A and Co-curricular."
https://fafb.tarc.edu.my/programmes/bachelors-degree/accounting-and-finance,IT Fundamentals and Applications
https://fafb.tarc.edu.my/programmes/bachelors-degree/accounting-and-finance,Business Communication
https://fafb.tarc.edu.my/programmes/bachelors-degree/accounting-and-finance,Quantitative Methods
https://fafb.tarc.edu.my/programmes/bachelors-degree/accounting-and-finance,Economics
https://fafb.tarc.edu.my/programmes/bachelors-degree/accounting-and-finance,Principles of Accounting
https://fafb.tarc.edu.my/programmes/bachelors-degree/accounting-and-finance,Financial Accounting
https://fafb.tarc.edu.my/programmes/bachelors-degree/accounting-and-finance,Principles of Management
https://fafb.tarc.edu.my/programmes/bachelors-degree/accounting-and-finance,Management Accounting
https://fafb.tarc.edu.my/programmes/bachelors-degree/accounting-and-finance,Principles of Finance
https://fafb.tarc.edu.my/programmes/bachelors-degree/accounting-and-finance,Business Strategy
https://fafb.tarc.edu.my/programmes/bachelors-degree/accounting-and-finance,Management Information Systems
https://fafb.tarc.edu.my/programmes/bachelors-degree/accounting-and-finance,Organisation Behaviour
https://fafb.tarc.edu.my/programmes/bachelors-degree/accounting-and-finance,Fundamentals of Auditing
https://fafb.tarc.edu.my/programmes/bachelors-degree/accounting-and-finance,Principles of Marketing
https://fafb.tarc.edu.my/programmes/bachelors-degree/accounting-and-finance,Financial Accounting Framework
https://fafb.tarc.edu.my/programmes/bachelors-degree/accounting-and-finance,Taxation
https://fafb.tarc.edu.my/programmes/bachelors-degree/accounting-and-finance,Decision Management
https://fafb.tarc.edu.my/programmes/bachelors-degree/accounting-and-finance,Business & Corporate Law
https://fafb.tarc.edu.my/programmes/bachelors-degree/accounting-and-finance,Human Resource Management
https://fafb.tarc.edu.my/programmes/bachelors-degree/accounting-and-finance,Advanced Financial Accounting
https://fafb.tarc.edu.my/programmes/bachelors-degree/accounting-and-finance,Strategy Business Leader
https://fafb.tarc.edu.my/programmes/bachelors-degree/accounting-and-finance,Investment & Financial Analysis
https://fafb.tarc.edu.my/programmes/bachelors-degree/accounting-and-finance,Performance Management
https://fafb.tarc.edu.my/programmes/bachelors-degree/accounting-and-finance,Advanced Accounting Practice
https://fafb.tarc.edu.my/programmes/bachelors-degree/accounting-and-finance,Advanced Spreadsheet
https://fafb.tarc.edu.my/programmes/bachelors-degree/accounting-and-finance,Entrepreneurship
https://fafb.tarc.edu.my/programmes/bachelors-degree/accounting-and-finance,Financial Management
https://fafb.tarc.edu.my/programmes/bachelors-degree/accounting-and-finance,Operation Management
